"size","Description","color","Barcode","SKU","RRP"
,"WM TH ARTISANAL FLATFORM SANDAL DSRT SKY","NAVY","49229402","TOH1818",75
,"WM METALLIC DRESSY WEDGE SNEAKER BLACK","BLACK","56010926","TOH1824",110
,"ACC TJM CAMPUS REPORTER BLACK","BLACK","59024257","TOH1830",45
,"TOMMY JEANS BASKET SNEAKER WHITE","WHITE","84266343","TOH1793",100
,"MN BOSS DANDY MOCCASIN DARK BLUE","DARK BLUE","33113380","HUG1123",169
,"MN BOSS DANDY MOCCASIN KHAKI","KHAKI","19266331","HUG1126",169
,"MN BOSS SATURN LOW MESH NAVY/RED","NAVY","87748445","HUG1132",169
,"MN BOSS SATURN LOW KHAKI/BLACK","KHAKI BLACK","96159460","HUG1138",169
,"MN HUGO ZERO TENN NAVY/BLACK","NAVY","93410452","HUG1144",149
,"MN HUGO ZERO TENN KHAKI/BLACK","KHAKI BLACK","23114261","HUG1150",149
,"MN HUGO ICELIN RUNN KHAKI MULTI","KHAKI","63177782","HUG1156",149
,"MN BOSS PARKOUR RUNN BLACK","BLACK","78710104","HUG1162",169
,"MN BOSS PARKOUR RUNN GREY MULTI","GREY","65499089","HUG1168",169
,"MN HUGO MATRIX LOW BLACK","BLACK","60213328","HUG1174",169
,"MN HUGO MATRIX LOW WHITE","WHITE","20532789","HUG1180",169
,"MN HUGO MATCH SLIDE KHAKI","KHAKI","25800637","HUG1186",45
,"WM ALPARGATA MALLOW BLACK","BLACK","47261707","TOM1650",55
,"WM ALPARGATA MALLOW MAJOLICA BLUE","DARK BLUE","81601751","TOM1656",55
,"WM ALPARGATA MALLOW DRIZZLE GREY","LIGHT GREY","18238513","TOM1662",55
,"WM ALPARGATA MALLOW DUSTY PINK","LT PINK","61643456","TOM1668",55
,"WM ALPARGATA MALLOW BEIGE CLASSIC LEOPARD PRINT","LEOPARD","75447756","TOM1674",55
,"WM ALPARGATA MALLOW NATURAL LIGER PRINT","MULTI","31969919","TOM1680",55
,"MN PAUL SAGE","DARK GREEN","82767284","VAG1260",100
,"WM ZOE PLATFORM WHITE","WHITE","20029305","VAG1266",90
,"WM ZOE PLATFORM BLACK","BLACK","33668246","VAG1272",90
,"WM ALEX W LOAFER BLACK CROC","BLK CROC","30945254","VAG1278",120
,"WM ALEX W LOAFER OFF WHITE","OFF WHITE","30006592","VAG1284",110
,"WM TARA CHELSEA PLASTER","OFF WHITE","60646650","VAG1290",130
,"WM COSMO 2.0 CHELSEA BLACK","BLACK","63892788","VAG1296",145
,"WM COSMO 2.0 CHELSEA BROWN","DARK BROWN","78241479","VAG1302",135
,"WM COSMO 2.0 LONG BOOT BLACK","BLACK","55190895","VAG1308",175
,"WM TESSA BLACK","BLACK","44134345","VAG1314",130
,"WM TESSA GREIGE","BROWN","12471492","VAG1320",130
,"WM FRANCES BLACK","BLACK","72885101","VAG1326",110
,"WM FRANCES BLACK CROC","BLK CROC","38864244","VAG1332",120
,"MN CONSETT CHOCO","DARK BROWN","66616200","BAR1320",119
,"MN CONSETT TIMBER","BROWN","78641581","BAR1327",119
,"MN PORTERFIELD DK SAND","SAND","33273628","BAR1334",60
,"MN PORTERFIELD NAVY","NAVY","43653954","BAR1341",60
,"MN PORTERFIELD BROWN","BROWN","81149870","BAR1348",60
,"WM DELILAH DK BROWN","DARK BROWN","42625229","BAR1355",70
,"WM DELILAH TAN","TAN","89634389","BAR1361",70
,"WM ELOISE GREY","GREY","74567501","BAR1367",70
,"WM ELOISE TAN","TAN","30947472","BAR1373",70
,"WM BODIE SLIP ON OPTIC WHITE","WHITE","80128271","MIC1088",170
,"UN ALTURA WHITE/HIGH RISE","DITTO","80787847","EAM5275",180
,"MN JOHNNY CHELSEA BOOT BLACK","BLACK","87916070","VAG1350",145
,"MN ALPARGATA ROVER BLACK/BLACK","BLACK","57569372","TOM1700",75
,"MN ALPARGATA ROVER GREY","LIGHT GREY","36326945","TOM1706",65
,"MN HARBOR BLACK","BLACK","86456449","TOM1712",55
,"MN HARBOR SMOKE GREY","DARK GREY","73897170","TOM1719",55
,"MN HARBOR CHOCOLATE BROWN","DARK BROWN","64642220","TOM1726",55
,"WM ALPARGATA MARIGOLD","YELLOW","22797290","TOM1733",40
,"WM ALPARGATA SILVER PINE","GREY","19802537","TOM1739",40
,"WM ALPARGATA NATURAL LIGER","MULTI","83350113","TOM1745",42
,"WM SUSIE EVA DARK NATURAL CHEETAH","LEOPARD","87856768","TOM1751",45
,"WM SUSIE EVA MID GREY","LIGHT GREY","23847930","TOM1757",45
,"WM ALPARGATA MALLOW PURPLE MULTI","MULTI","61724473","TOM1763",60
,"WM ALPARGATA MALLOW RED MULTI","MULTI","37153636","TOM1769",60
,"WM ALPARGATA MALLOW MULE YELLOW","YELLOW","81101763","TOM1775",60
,"WM ALPARGATA MALLOW MULE FUSCHUA","PINK","30816699","TOM1781",60
,"WM SAGE BLACK MULTI","BLACK","42700481","TOM1787",55
,"WM SAGE WHITE","WHITE","46529703","TOM1793",55
,"WM ALPARGATA MALLOW MULE FAUX FUR BLACK","BLACK","98476276","TOM1799",60
,"WM ALPARGATA MALLOW MULE FAUX FUR GREY","LIGHT GREY","42777106","TOM1805",60
,"WM ALPARGATA MALLOW MULE FAUX FUR PINK","LT PINK","32907954","TOM1811",60
,"WM SAGE TAN CLASSIC LEOPARD","LEOPARD","98150354","TOM1817",60
,"WM EZRA DARK NATURAL LEOPARD","LEOPARD","90905294","TOM1823",65
,"MN SCUFF DARK GREY","DARK GREY","51713553","UGG2020",85
,"MN ASCOT BLACK","BLACK","95028948","UGG2027",115
,"MN ASCOT GREY","GREY","49145669","UGG2034",115
,"MN TASMAN DARK GREY","DARK GREY","63709369","UGG2041",95
,"MN FLUFF IT BLACK TNL FLUFF","BLACK","53115691","UGG2048",100
,"MN FLUFF IT BURNT OLIVE FLUFF","OLIVE","25077632","UGG2054",100
,"MN FLUFF YOU BLACK TNL FLUFF","BLACK","40805412","UGG2060",100
,"MN FLUFF YOU METAL FLUFF","LIGHT GREY","31228104","UGG2066",100
,"MN NEUMEL BOOT BLACK","BLACK","23560070","UGG2072",130
,"MN NEUMEL WEATHER II GRIZZLY","DARK BROWN","91055813","UGG2078",150
,"MN NEUMEL CHELSEA CHESTNUT","CHESTNUT","21600800","UGG2084",130
,"MN NEUMEL CHELSEA BLACK","BLACK","65806101","UGG2090",130
,"WM SCUFFETTE II STARRY NIGHT","NAVY","27690743","UGG2096",85
,"WM FLUFF YEAH SLIDE NATURAL","NATURAL","52979385","UGG2102",100
,"WM FLUFF YEAH SLIDE PINK ROSE","PINK","31872768","UGG2108",100
,"WM CLASSIC CLEAR MINI BLACK","BLACK","54041599","UGG2114",145
,"WM CLASSIC CLEAR MINI NATURAL/BLACK","NATURAL","38154454","UGG2120",145
,"WM OH FLUFFITA BLACK","BLACK","26907334","UGG2126",100
,"WM OH FLUFFITA SHADE","DARK GREY","77994523","UGG2132",100
,"WM OH FLUFFITA PINK ROSE","PINK","80444167","UGG2138",100
,"WM DISCO SLIDE BLACK","BLACK","48598566","UGG2144",100
,"WM DISCO SLIDE ASH FOG","LIGHT GREY","64745369","UGG2150",100
,"WM DISCO SLIDE HIBISCUS PINK","PINK","66661811","UGG2156",100
,"WM COZETTE ASH FOG","LIGHT GREY","83878667","UGG2162",70
,"WM COZETTE SHELL","LIGHT PINK","58926790","UGG2168",70
,"WM FLUFF YEAH SLIDE ASH FOG","LIGHT GREY","20949289","UGG2174",100
,"WM FLUFF YEAH SLIDE PANTHER PRINT BTTERSCOTCH","LEOPARD","37270209","UGG2180",110
,"WM FLUFF YEAH SLIDE PANTHER PRINT STORMY GREY","LEOPARD GREY","60564123","UGG2186",110
,"WM FLUFF YEAH SLIDE PATHER PRINT WHITE","NATURAL","25159421","UGG2192",110
,"WM OH YEAH SHADE","DARK GREY","75075634","UGG2198",80
,"WM OH YEAH BERRY","PINK","20482124","UGG2204",80
,"WM OH YEAH PANTHER PRINT BUTTERSCOTCH","LEOPARD","66872974","UGG2210",90
,"WM OH YEAH PANTHER PRINT STORMY GREY","LEOPARD GREY","70104582","UGG2216",90
,"WM OH YEAH PANTHER PRINT WHITE","NATURAL","59627794","UGG2222",90
,"WM SCUFFETTE II ASH FOG","LIGHT GREY","30582344","UGG2228",85
,"WM SCUFFETTE II SHELL","LIGHT PINK","23220273","UGG2234",80
,"WM SCUFFETTE II THUNDER CLOUD","DARK GREY","74705427","UGG2240",80
,"WM SCUFF SIS BLACK","BLACK","61387756","UGG2246",90
,"WM SCUFF SIS CHESTNUT","CHESTNUT","44448378","UGG2252",90
,"WM SCUFF SIS CHARCOAL","DARK GREY","88265498","UGG2258",90
,"WM SCUFF SIS ASH FOG","LIGHT GREY","52443569","UGG2264",85
,"WM SCUFFITA BLACK","BLACK","56049179","UGG2270",80
,"WM SCUFFITA CHARCOAL","DARK GREY","54071599","UGG2276",80
,"WM SCUFFITA SAND","SAND","70134313","UGG2282",85
,"WM SCUFFITA PANTHER PRINT BUTTERSCOTCH","LEOPARD","99028564","UGG2288",80
,"WM FLUFF YEAH SLIDE MARBLE BLACK","BLACK","75944368","UGG2294",110
,"WM FLUFF YEAH SLIDE MARBLE AQUATIC BLUE","BLUE","24175912","UGG2300",110
,"WM OH YEAH MARBLE BLACK","BLACK","37183019","UGG2306",90
,"WM OH YEAH MARBLE AQUATIC BLUE","BLUE","92851702","UGG2312",90
,"WM OH YEAH LILAC BLOOM","LILAC","92170436","UGG2318",80
,"WM CLASSIC MINI II CARIBOU","LIGHT BROWN","17627186","UGG2324",155
,"WM CLASSIC MINI II ASH FOG","LIGHT GREY","41450268","UGG2330",145
,"WM CLASSIC MINI COW PRINT CHESTNUT","CHESTNUT","56915805","UGG2336",160
,"WM CLASSIC ULTRA MINI GREY","DARK GREY","74288997","UGG2342",135
,"WM CLASSIC ULTRA MINI PANTHER PRINT","LEOPARD","25328936","UGG2348",140
,"WM CLASSIC ULTRA MINI COW PRINT CHESTNUT","CHESTNUT","15842596","UGG2354",140
,"WM MARKSTRUM CHELSEA BOOT STOUT","DARK BROWN","85238287","UGG2360",130
,"WM TIOGA HIKER BOOT BLACK","BLACK","52599146","UGG2366",145
,"WM SIDNEE BOOT BLACK","BLACK","66406719","UGG2372",155
,"WM FUZZ SUGAR CROSS SLIDE BLACK","BLACK","10397708","UGG2378",100
,"WM FUZZ SUGAR CROSS SLIDE NATURAL/BLACK","NATURAL","27674780","UGG2384",100
,"WM FUZZ SUGAR SLIDE BLACK","BLACK","76888844","UGG2390",100
,"WM FUZZ SUGAR SLIDE NATURAL/BLACK","NATURAL","67270683","UGG2396",100
,"WM TASMAN COW PRINT CHESTNUT","CHESTNUT","87779363","UGG2402",105
,"WM ANSLEY BLACK","BLACK","36516639","UGG2408",95
,"WM SCUFFETTE II PANTHER PRINT BUTTERSCOTCH","LEOPARD","87853027","UGG2414",95
,"WM CLASSIC MINI METALLIC SPARKLE GUNMETAL","SILVER","10999637","UGG2420",155
,"WM CLASSIC MINI METALLIC SPARKLE SOFT GOLD","GOLD","11222066","UGG2426",155
,"WM SCUFFETTE II GOLD WASH SHELL","LIGHT PINK","49240784","UGG2432",90
,"WM SCUFFETTE II GOLD WASH BEACHWOOD","LIGHT PINK","45448016","UGG2438",90
,"WM SCUFFETTE II METALLIC SPARKLE GUNMETAL","LIGHT GREY","89487564","UGG2444",90
,"WM SCUFFETTE II METALLIC SPARKLE SOFT GOLD","LIGHT PINK","91684353","UGG2450",90
,"WM FLUFF YEAH BLING SOFT CORAL","CORAL","91497195","UGG2456",110
,"WM FLUFF YEAH SLIDE BEACHWOOD MULTI","PINK","43559164","UGG2462",100
,"KD FLUFF YEAH SLIDE NATURAL","NATURAL","61818666","UGG2468",65
,"KD FLUFF YEAH SLIDE PANTHER PRINT BUTTERSCOTCH","LEOPARD","90525759","UGG2472",70
,"KD CLASSIC CLEAR MINI II BLACK","BLACK","19503532","UGG2476",105
,"KD CLASSIC CLEAR MINI II NATURAL/BLACK","NATURAL","75994579","UGG2480",105
,"KD FLUFF YEAH SLIDE MARBLE PINK ROSE/SEASHELL","PINK","27708778","UGG2484",70
,"KD FLUFF YEAH SLIDE MARBLE OASIS BLUE/SULPHUR","BLUE","12355235","UGG2488",70
,"KD COZY II CHESTNUT","CHESTNUT","68165016","UGG2492",55
,"KD COZY II METALLIC GOLD","GOLD","35335965","UGG2497",55
,"KD COZY II METALLIC GLITTER METAL","DARK GREY","43805503","UGG2502",55
,"KD CLASSIC MINI II GREY","DARK GREY","25080821","UGG2507",105
,"KD CLASSIC MINI II COW PRINT CHESTNUT","CHESTNUT","99624962","UGG2514",115
,"KD CLASSIC II GREY","DARK GREY","59134440","UGG2518",125
,"KD FLUFF YEAH SLIDE PINK ROSE","PINK","30923418","UGG2525",65
,"KD CLASSIC MINI II GOLD WASH PINK ROSE","PINK","84863250","UGG2529",110
,"KD CLASSIC MINI II GOLD WASH SHADE","DARK GREY","11733586","UGG2533",110
,"MN ZERMATT SHEARLING WZ ANTHRACITE","DARK GREY","47577839","BIR1300",90
,"MN ZERMATT SHEARLING WZ LIGHT GREY","LIGHT GREY","74756606","BIR1306",90
,"WM ARIZONA BIRKO FLOR SPARKLING MULTICOLOUR","MULTI","40113211","BIR1312",65
,"WM ARIZONA EVA BRIGHT VIOLET","PURPLE","59458148","BIR1318",40
,"WM ARIZONA EVA MULTICOLOUR PURPLE FOG","LIGHT PINK","22720719","BIR1324",40
,"WM ARIZONA EVA MULTICOLOUR BRIGHT VIOLET","RED MULTI","49764394","BIR1330",40
,"WM ARIZONA BIG BUCKLE ALLOY","SILVER","91468086","BIR1336",95
,"WM ARIZONA BIG BUCKLE GRACEFUL GOLD","GOLD","46905449","BIR1342",95
,"WM ARIZONA BIG BUCKLE GRACEFUL LICORICE","BLACK","59364792","BIR1348",95
,"WM MADRID BIG BUCKLE ALLOY","SILVER","82170103","BIR1354",70
,"WM MADRID BIG BUCKLE GRACEFUL GOLD","GOLD","85399801","BIR1360",70
,"WM MADRID BIG BUCKLE GRACEFUL LICORICE","BLACK","26570146","BIR1366",70
,"WM ARIZONA SHEARLING LAF LIGHT ROSE","LIGHT PINK","13332137","BIR1372",115
,"WM BUCKLEY SUEDE SHEARLING BLACK","BLACK","40549802","BIR1378",170
,"WM BUCKLEY SUEDE SHEARLING WHALE GREY","LIGHT GREY","24852814","BIR1384",155
,"WM ZERMATT SHEARLING WZ ANTHRACITE","DARK GREY","30431339","BIR1390",90
,"WM ZERMATT SHEARLING WZ LIGHT GREY","LIGHT GREY","27542196","BIR1395",90
,"UN BOSTON WO ANTHRAZIT","DARK GREY","45675007","BIR1400",90
,"UN BOSTON WO CACAO","BROWN","57232997","BIR1411",90
,"UN BOSTON VL STONE COIN","STONE","79465458","BIR1422",160
,"UN ARIZONA SHEARLING VL MOCCA","MOCCA","22118463","BIR1433",130
,"UN STALON GRAPHITE WAXY NUBUCK","GREY","15589918","BIR1443",160
,"MN CROCO SLIDE 0121 1 QSP CMA BLK/SLV","BLACK","86834500","LAC1470",40
,"MN CROCO SLIDE 0121 1 QSP CMA WHT/SLV","SILVER","21362553","LAC1477",40
,"MN CROCO SLIDE 0121 1 CMA GRY/WHT","GREY","17396314","LAC1484",25
,"MN JOGGEUR 2.0 0121 1 QSP SMA BLK/BLK","BLACK","60148662","LAC1491",130
,"MN JOGGEUR 2.0 0121 1 QSP SMA WHT/WHT","WHITE","75575529","LAC1497",130
,"MN MENERVA 0121 1 QSP CMA BLK/BLK","BLACK","91541263","LAC1503",120
,"MN MENERVA 0121 1 QSP CMA WHT/WHT","WHITE","70212054","LAC1509",120
,"MN PARTNER LUXE 0121 1 QSP SMA BLK/BLK","BLACK","85361773","LAC1515",125
,"MN PARTNER LUXE 0121 1 QSP SMA WHT/WHT","WHITE","27051764","LAC1521",125
,"MN PARTNER PISTE 0121 3 SMA OFF WHT/NVY","OFF WHITE","12233831","LAC1527",95
,"MN PARTNER PISTE 01211 SMA KHK/WHT","KHAKI","93707935","LAC1533",100
,"MN POWERCOURT 0121 1 SMA NVY/ORG","NAVY","92062838","LAC1539",75
,"MN POWERCOURT 0121 1 SMA WHT/KHK","WHT","46754002","LAC1545",75
,"MN TWIN SERVE 0121 1 SMA WHT/BLK","WHITE","17701517","LAC1551",80
,"MN TWIN SERVE 0121 1 SMA WHT/KHK","WHT","87661404","LAC1557",80
,"MN RUN SPIN 0121 1 SMA BLK/BLK","BLACK","35103630","LAC1563",100
,"MN RUN SPIN 0121 1 SMA WHT/DK GRN","WHITE","58044545","LAC1569",100
,"MN EUROPA 0121 1 SMA KHK/WHT","KHAKI","98503767","LAC1575",75
,"MN CHAYMON 0321 1 CMA BLK/BLK","BLACK","43102135","LAC1581",130
,"MN CHAYMON 0321 1 CMA DK GRY/OFF WHT","DARK GREY","53145199","LAC1587",130
,"WM CARNABY EVO 0121 1 SFA WHT/LT GRN","WHITE","46918135","LAC1593",90
,"WM CARNABY EVO 0121 1 SFA WHT/BRW","BROWN","70842490","LAC1599",90
,"WM PARTNER RETRO 0121 1 SFA WHT/BRW","BROWN","30519570","LAC1605",100
,"WM PARTNER RETRO 0121 1 SFA WHT/OFF WHT","WHITE","36178844","LAC1611",100
,"WM POWERCOURT 0121 1 SFA WHT/LT GRN","WHITE","13721915","LAC1617",90
,"WM POWERCOURT 0121 2 SFA WHT/DK PNK","WHITE","27544227","LAC1623",75
,"WM RUN SPIN 0121 1 SFA BLK/BLK","BLACK","37861765","LAC1629",100
,"WM RUN SPIN 0121 1 SFA OFF WHT/LT BLU","WHITE","94218406","LAC1635",100
,"WM TWIN SERVE 0121 1 SFA WHT/BLK","WHITE","87922661","LAC1641",80
,"WM TWIN SERVE 0121 1 SFA WHT/DK PNK","WHITE","49271680","LAC1647",80
,"WM GRIPSHOT MID 0321 1 CFA WHT/LT GRN","WHITE","39373386","LAC1653",95
,"WM GRIPSHOT MID 0321 1 CFA WHT/OFF WHT","WHITE","74757161","LAC1659",95
,"JN TWIN SERVE 0721 1 SUJ WHT/LT PNK","WHITE","60634234","LAC1665",55
,"JN TWIN SERVE 0721 1 SUJ BLK/WHT","BLACK","46769701","LAC1669",55
,"JN PARTNER 0121 1 SUJ WHT/LT PNK","WHITE","34905824","LAC1673",55
,"JN PARTNER 0121 1 SUJ BLK/WHT","BLACK","36209763","LAC1677",55
,"YT KICK HI SALMON LEATHER","PINK","84995964","KIC1160",62
,"MN 101 FELIX RUB OFF BLACK","BLACK","15531076","DRM1990",149
,"WM 1461 AMORE BLACK/WHITE MILLED NAPPA","BLACK","24821098","DRM1998",119
,"WM 1461 AMORE FUSCHIA/BLACK MILLED NAPPA","FUCHSIA","86573472","DRM2004",119
,"WM DEVON HEART FUSCHIA","FUCHSIA","13366269","DRM2010",189
,"WM VOSS QUAD FLUFFY BLACK FUR HEART","BLACK","37732516","DRM2016",109
,"WM VOSS QUAD FLUFFY FUSCHIA FUR HEART","FUCHSIA","43719430","DRM2023",109
,"WM 1461 BEX BLACK SMOOTH","BLACK","77772869","DRM2037",149
,"WM UA AUTHENTIC CHALK VIOLET/WHITE","VIOLET","64419933","VAN1450",57
,"WM UA CLASSIC SLIP-ON (CHECK) VIOLET/WHITE","VIOLET","48797913","VAN1456",57
,"WM UA OLD SKOOL (CHECK) BLACK/WHITE","YELLOW","77624153","VAN1462",75
,"WM UA CLASSIC SLIP-ON (CHECK) BLACK/WHITE","YELLOW","28844708","VAN1468",60
,"TD OLD SKOOL V BLACK/WHITE","BLACK","52061813","VAN1474",33
,"TD OLD SKOOL V FUN FLORAL BLACK/TRUE WHITE","BLACK","12385988","VAN1482",33
,"YT UY OLD SKOOL POWDER PINK/TRUE WHITE","LT PINK","61921238","VAN1490",37
,"YT UY CLASSIC SLIP-ON POWDER PINK","LT PINK","34000997","VAN1496",35
,"ACC VANS X SPONGEBOB SNAPBACK IMAGINATION","BLACK","38474920","VAN1502",22
,"ACC VANS X SPONGEB CREW SOCK (1-6) 1PK CHK","BLACK","64049338","VAN1503",10
,"ACC VANS X SPONGEB CREW SOCK (10-13.5) 1PK","BLACK","79221590","VAN1504",9
,"UN UA SK8-HI (SPONGEBOB) IMAGINAAATION","BLUE","58012795","VAN1505",85
,"UN UA OLD SKOOL (SPONGEBOB) OFF THE WALL","BLK","63988700","VAN1517",80
,"UN UA OLD SKOOL (SPONGEBOB) BIKINI BUBBLE","BLUE","64104316","VAN1531",75
,"UN UA ERA (SPONGEBOB) BEST FRIENDS","YELLOW","89273961","VAN1546",70
,"UN UA AUTHENTIC (SPONGEBOB) AIRBRUSH","MULTI","24838550","VAN1558",65
,"UN UA COMFYCUSH AUTHENTIC (SPONGEB) ALOHA","MULTI","12802557","VAN1573",70
,"UN UA CLASSIC SLIP-ON (SPONGEBOB) ALOHA","BLUE","49894151","VAN1585",65
,"TD SOLD SKOOL V (SPONGEBOB) OFF THE WALL","BLK","72900356","VAN1600",37
,"TD SLIP-ON V (SPONGEBOB) 123CONCH STREET","BLUE","67375897","VAN1608",35
,"TD SLIP-ON V (SPONGEBOB) IMAGINAAATION","BLUE","93524856","VAN1616",35
,"TD SK8-MID REISSUE V (SPONGEB) BSTFRIENDS","YELLOW","84203022","VAN1624",40
,"YT OLD SKOOL (SPONGEBOB) OFF THE WALL","BLK","54579798","VAN1632",45
,"YT CLASSIC SLIP-ON (SPONGEB) IMAGINATION","BLUE","70917743","VAN1638",40
,"YT UY SK8-HI ZIP (SPONGEB) BSTBDDIES4LIFE","BLUE","16417244","VAN1644",50
,"JN SK8-HI ZIP (SPONGEBOB) BSTBDDIES4LIFE","BLUE","78010367","VAN1650",53
,"UN UA COMFYCUSH SK8-HI PROJECT CAT TIGERS","BLACK","42023527","VAN1670",85
,"UN UA COMFYCUSH OLD SKOOL PROJECT CAT FADE","BLACK","83777691","VAN1676",80
,"TD COMFYCUSH SK8-HI ZIP PROJECT CAT TIGERS","BLACK","88523285","VAN1682",40
,"TD COMFYCUSH OLD SKOOL V PROJECT CAT MULTI","TIGER","30697662","VAN1690",37
,"TD SLIP-ON V WILD TIGER PROJECT CAT","ORANGE MULTI","34771721","VAN1698",37
,"YT COMFYCUSH SK8-HI ZIP PROJECT CAT TIGERS","BLACK","91748422","VAN1706",50
,"YT COMFYCUSH OLD SKOOL PROJECT CAT MULTI","TIGER","95107845","VAN1712",45
,"MN 530 SILVER/WHITE","SILVER","79207769","NBC1030",80
,"MN 530 WHITE/BLUE","WHITE","26735298","NBC1036",80
,"MN 574 BLUE/TAN","BLUE","54152259","NBC1042",80
,"MN 574 GREY/TAN","GREY","16934671","NBC1048",80
,"WM 327 GREY/SILVER","GREY","75743788","NBC1054",80
,"WM 327 BEIGE/SILVER","BEIGE","62102318","NBC1060",80
,"WM 574 BLUE/TAN","BLUE","63527972","NBC1066",80
,"WM 574 BEIGE/TAN","BEIGE","87258401","NBC1072",80
,"WM 237 BEIGE/LILAC","BEIGE","93325163","NBC1078",80
,"WM 237 PINK","LT PINK","90157298","NBC1084",80
,"WM 237 GREY","GREY","46971434","NBC1090",75
,"MN SATURN LOW GREY/GOLD","DK GREY","57345772","HUG1200",149
,"MN RIBEIRA TENN BLACK","BLACK","45798252","HUG1206",169
,"MN RIBEIRA TENN WHITE","WHITE","20280355","HUG1212",169
,"MN LIGHTER LOW BLACK/RED","BLACK","76029532","HUG1218",149
,"MN LIGHTER LOW KHAKI","KHAKI","61859159","HUG1224",149
,"MN PARKOUR RUNN KHAKI","KHAKI","58598121","HUG1230",169
,"MN TITANIUM RUNN BLACK","BLACK","65942950","HUG1236",189
,"MN TITANIUM RUNN NAVY","NAVY","29154019","HUG1242",189
,"MN TITANIUM RUNN KNIT BLACK","BLACK","49942330","HUG1248",189
,"MN TITANIUM RUNN KNIT GREY","GREY","34100747","HUG1254",189
,"MN PARKOUR RUNN BLACK/GREEN","BLACK","20863733","HUG1260",189
,"MN PARKOUR RUNN BLACK/GOLD","BLACK","95417339","HUG1266",189
,"ACC AKOTANOS DARK BLUE","DARK BLUE","12849811","HUG1272",39
,"ACC AKOTANOS DARK GREY","DARK GREY","81816254","HUG1273",39
,"ACC NEBBIOLINO BLACK","BLACK","65659618","HUG1274",45
,"ACC NEBBIOLINO MEDIUM GREY","GREY","83627642","HUG1275",45
,"ACC AFOX BLACK","BLACK","72046130","HUG1276",45
,"ACC AFOX DARK GREEN","DARK GREY","44318769","HUG1277",45
,"MN UA OLD SKOOL FLAME BLACK/WHITE","BLACK","47620184","VAN1720",70
,"MN UA CLASSIC SLIP-ON FLAME BLACK/WHITE","BLACK","34358665","VAN1726",57
,"MN UA ULTRARANGE EXO (CARBON) BLACK/ORANGE","WHITE","37007047","VAN1732",90
,"MN UA ULTRARANGE EXO BLACK/BLACK","BLACK","69360484","VAN1738",90
,"WM UA OLD SKOOL (CRACKED) ROSE GOLD","ROSE GOLD","75697077","VAN1744",80
,"WM UA CLASSIC SLIP-ON (CRACKED) SILVER","SILVER","48233124","VAN1750",65
,"WM UA OLD SKOOL SAFARI MULTI MIX/WHITE","LEOPARD","73914344","VAN1756",70
,"WM UA ERA SAFARI MULTI SANDSHELL/WHITE","MULTI","98816502","VAN1762",57
,"WM UA SK8-HI SAFARI MULTI MIX/TRUE WHITE","MULTI","15395648","VAN1768",75
,"WM UA OLD SKOOL PLATFORM PASTEL/WHITE","WHITE","76601887","VAN1774",75
,"WM UA ERA PLATFORM TWILL PASTEL/WHITE","WHITE","84034025","VAN1780",65
,"WM UA ULTRARANGE EXO (CARBON) WHITE/SKY","WHITE","53405736","VAN1786",90
,"WM UA ULTRARANGE EXO BLACK/WHITE","BLACK","41596995","VAN1792",90
,"UN UA SK8-LO BLACK/BLACK","BLACK","40620363","VAN1807",57
,"WM ALPARGATA MALLOW WHITE","WHITE","50844260","TOM1830",55
,"MN 1460 ABRUZZO WP BLACK/BROWN","BLACK","38223243","DRM2045",149
,"MN 1460 ABRUZZO WP BROWN/BLACK","BROWN","85130123","DRM2053",149
,"MN 1461 ABRUZZO WP BLACK/BROWN","BLACK","20837888","DRM2061",119
,"MN 1461 ABRUZZO WP BROWN/BLACK","BROWN","89617212","DRM2069",119
,"WM 1460 FUSCHIA SMOOTH","FUCHSIA","65186466","DRM2077",149
,"WM 1460 INDIGO SMOOTH","DARK PURPLE","90604915","DRM2084",149
,"WM 1460 WHITE PATENT LAMPER CROC EMBOSS","WHITE","53666695","DRM2091",149
,"WM 1460 PURPLE RAINBOW RAY","PURPLE","24614532","DRM2098",149
,"WM 1460 SAND RAINBOW RAY","SAND","90126731","DRM2105",149
,"WM 1460 BLACK/WHITE POLKA DOT","BLACK","66976154","DRM2112",159
,"WM 1461 WHITE/BLACK POLKA DOT","WHITE","53223367","DRM2119",129
,"WM JADON WHITE/BLACK POLKA DOT","WHITE","94668657","DRM2125",189
,"UN 1460 BASQUIAT BACKHAND/BLACK","BLACK","78126142","DRM2131",159
,"UN 1461 BASQUIAT BACKHAND/BLACK/YELLOW","BLACK","17659183","DRM2140",129
,"UN BONNY TECH BLACK ELEMENT","BLACK","28396158","DRM2149",109
,"BB 1460 CRIB BLACK","BLACK","34439456","DRM2161",30
,"TD 1460 GAUCHO WILDHORSE LAMPER","DARK BROWN","91456174","DRM2165",55
,"TD 2976 GAUCHO WILDHORSE LAMPER","DARK BROWN","31605422","DRM2173",55
,"TD 1460 BRIGHT RED COSMIC GLITTER","RED","87522157","DRM2177",50
,"JN 1460 BRIGHT RED COSMIC GLITTER","RED","66422588","DRM2181",60
,"TD 1460 PASCAL IRIDESCENT KIDRAY","SILVER","80462406","DRM2188",55
,"JN 1460 PASCAL IRIDESCENT KIDRAY","SILVER","22495723","DRM2192",65
,"TD 1460 PASCAL RAINBOW KIDRAY","LT PINK","95614651","DRM2199",55
